Feature3,Feature11,Feature12,Feature17,Feature18,Feature23,Feature25,Feature30,Feature32,Feature36,Feature43,Feature50,Feature57,Feature67,Feature68,Feature71,Feature74,Feature79,Feature80,Feature88,Feature90,Feature91,Feature96
0.2487455074431824,0.010002396182162612,4.2455485214608595e-4,0.031670083794740435,6.445329653329159e-4,0.05981241993541089,0.005191215489672731,0.013317506655485178,0.0014161799450342414,4.4094867082243865e-4,0,0,0,0,0.24905159941971708,0.04121196745709134,0.08495095628810777,0.0019550854696157014,2.1361292460220414e-4,0.2340350799599493,0.016898478368649772,0,1.7874178276945624e-5
0.06739658502479359,0.04688931854491288,0.027139731202309596,0,0.30854231861995246,0,0.0018613329431429123,0.2614269294983999,0.0035247482064505857,0,0.001119321420842954,0,0,0,0.007274062836640964,2.6980874159165713e-4,0.258663786377341,0.005033949654606293,0.006518712321977845,7.608694325095401e-4,0.003122204599494284,0,4.563205750334919e-4
0.001420491072829872,6.605541724549048e-4,0,3.080605247989561e-5,0,3.1614568100952177e-4,6.154717918223554e-5,0.37382768198216787,2.748042467184082e-5,0.5738090150215217,0,0.01283177932694567,3.3381626222082225e-6,2.2445354567987353e-5,0.015483678391983826,3.05196384860004e-5,0.017398659123502653,3.540386286941472e-5,0,7.308429896412146e-6,0.003997614902926473,2.0036181053138477e-05,1.5495038828407703e-5
1.9485664291390866e-6,1.3293791534190014e-5,0,2.8343616610234917e-6,0,0,2.84805033218844e-8,0.9999496501395857,1.6432551463921548e-8,0,0,1.038456945338402e-6,0,0,1.783212403289917e-5,1.2662135617056095e-5,0,4.228893450933029e-8,1.0223395113192911e-7,4.3087022517037e-7,0,0,1.201180290171155e-7
0.0031237324255885975,0,0.0011616069894397822,6.652553750870515e-4,2.040862617222606e-5,0,0.0014961167295014146,0.96591993057548,2.5536686752094605e-5,0,3.711753461311104e-5,0.011259030638454452,2.0904179357197973e-4,0,0.003462568484848112,0,0.00898080052543476,0,5.284285248998562e-4,5.606939167017904e-5,1.8307383972767714e-4,0.0028290794593288145,4.220239942988075e-5
0.03360096292504285,0,0.033756012201782745,0.014489755004744555,2.8550975193153985e-4,0.00427047218658826,0.0017952261593476293,0.10665396077835436,0.003233637493513589,0,0,0.2066019507145483,0.0010109016348187332,0,0.36196282810529573,0.008221533688519045,0.19324727388278393,4.882751573973627e-4,0.0018575459379573743,0.007030853822253748,0.02149330055512023,0,0
3.2615390677000227e-4,3.2866712814808176e-4,2.5085474425991156e-5,1.7352188125328594e-4,0,0,3.5860835375427403e-6,0.0015831980750366144,1.6428910905505792e-5,0.9766265780003768,2.893733766291233e-6,0.0013884042458072038,5.824161158796808e-6,0,0.018898784766215558,2.8758089125724553e-4,2.0114518609860927e-4,1.7374917627920206e-6,0,2.381531514692937e-7,0,4.069314144250009e-5,8.947876888572523e-5
3.730433753319989e-7,8.764495197869743e-8,0,0,1.5160917016338498e-6,7.102493451799812e-6,1.655738023048842e-8,0.998974660909896,0,6.572875031514465e-9,3.380689782376001e-8,0.0010134416626655963,0,0,1.6715878038542028e-6,1.3059714533723985e-7,0,2.792299736858312e-9,3.3997048722194467e-7,5.969199070160798e-7,0,0,1.9349161372157427e-8
0.08035563741879503,0,0,0,0.0022386563534633848,0.2775116353958111,5.627576228784874e-4,0,2.573705470073976e-4,0,0,1.60240000272415e-5,0,0.0024941508990556217,0.23420857203339085,5.344392371898638e-4,0.32870686774963653,0.0026975599151987883,0,0.024467947665769912,0.045511153095743044,0,4.3722806603275214e-4
0.09260928511479426,0.03844733957755117,2.395570781037811e-5,0.00623664627811921,0.007826934976300944,0.011970683864844617,0.005325941250812542,0.2682786425742891,2.9473671789982735e-4,0,6.702814873200836e-4,0.01861787413163553,0.27950856846182354,6.813333581054682e-4,0.25924182346396296,0,0,8.91793506552548e-5,0.00495141850920767,1.7497929612087423e-4,0,0.004705937329756432,3.4443854899021e-4
8.239763311731837e-6,0,1.7629143320226196e-6,1.2208940089684074e-5,5.65447471392663e-7,0,0,0.999472710036817,0,1.513365742086776e-4,0,6.889904574751143e-5,0,0,1.3367857891191523e-4,3.098252929601435e-5,0,0,5.186017174246899e-5,2.5980187895561367e-6,5.783424087488233e-5,6.274643310649837e-6,1.0490950964406725e-6
0.3793694366521659,0.0014873780627136265,7.024390985069426e-4,0,0,0.0028912039097875888,4.2828544266146015e-4,7.103068115178091e-4,7.455063885101228e-5,3.5272485022517364e-4,0.0010948346697787128,0.3630486071746255,0.04175083843090778,0,0.04000942065319108,0.003769302542688457,0.16249363596401434,1.3198860684945002e-4,2.5391758438693873e-4,0,0.0013605823920828026,0,7.054651504549117e-5
0.007920697354870965,0.015070531915493714,0,0.11842788181975267,0.0024940054066943528,0.002294758902761808,8.350270229399444e-5,0,0,0,0,0,0.004716259926025938,0.0075086970430527835,0.8210402527477686,0,0,6.087514696841131e-4,0.004767587346250551,9.268308154849358e-4,0,0.00693242090862352,0.007207821641242052
