Feature3,Feature11,Feature12,Feature17,Feature18,Feature23,Feature25,Feature30,Feature32,Feature36,Feature43,Feature50,Feature57,Feature67,Feature68,Feature71,Feature74,Feature79,Feature80,Feature88,Feature90,Feature91,Feature96
0.24143243653723362,0.0097083276248591,4.1207301973382373e-4,0.03073898931681834,6.255838179688065e-4,0.05805394609385234,0.00503859473541566,0.12385012303913424,0.0013745445223081296,0.15318284802694082,0,0,0,0,0.007450328741576446,0.04000034340291137,0.08245341422896127,0.0018976063263199954,2.073327449917248e-4,0.22715449284173797,0.016401666298422515,0,1.734868081382167e-5
0.01959193826949221,0.013630551668048748,0.007889419592560279,0,0.08969211211078895,0,5.410826098623961e-4,0.5089927138573146,0.0010246312814051184,0.05982159841581954,3.2538260169722344e-4,0.0029954464735690457,0.009521946727154776,0,0.20608237478789387,7.843240437016952e-5,0.07519260706449281,0.0014633505666273212,0.0018949655885648388,2.2118193299239993e-4,9.076133420634543e-4,0,1.3265070528227025e-4
0.009216828342156645,0.00428599273495143,0,1.9988446463167092e-4,0,0.0020513050231101017,3.9934765963472004e-4,0.2604935342593192,1.78306194114504e-4,0.00969126179079622,0,0.02976081427298205,9.223279559331889e-4,1.4563624093733235e-4,0.5431197509874702,1.9802607307468312e-4,0.112890856966496,2.2971726676647002e-4,0,4.742060340563928e-5,0.025938445543989254,1.300043660473367e-4,1.0053925418339491e-4
0.0029139331340638595,0.019879855800414636,0,0.004238572642158098,0,0,4.259043010461872e-5,0.03012059131157444,2.4573632939517665e-5,9.006394860690488e-4,0,0.8782610617027992,0,0,0.04364283542264777,0.0189352623399406,0,6.323989042828689e-5,1.5288311097569956e-4,0.00064433370442505905,0,0,1.7962739145929995e-4
0.014721820384317687,0,0.00547453082588474,0.0031352781888442467,9.618369561265592e-5,0,0.007051039834675472,0.1889062174482892,1.2035170250028155e-4,0,1.7493101304281894e-4,0.21717440803814825,0.46888053914485894,0,0.03478960510732215,0,0.04232556257372899,0,0.0024904277222335294,2.6424910996363513e-4,8.628076346937365e-4,0.013333152133013934,1.9889544286971577e-4
0.013659760201859385,0,0.013722792203188137,0.0058905031736750475,1.1606794589123284e-4,0.0017360700688142956,7.298111931940221e-4,0.14597487212724344,0.0013145668723742662,7.492187420725442e-6,0,2.9196738199106304e-4,0.7221036826152268,0,0,0.003342290485162798,0.07856058848047154,1.9849792928410895e-4,7.551459799839455e-4,0.0028582447902031427,0.008737646364015896,0,0
0.013107963904598856,0.013208969026488639,0.001008172787387481,0.0069737584278888,0,0,1.4412292047795205e-4,0.011514650134715166,6.60269788805875e-4,3.891517386772902e-4,1.1629772622902414e-4,0.10743207879441441,0.07020452023572085,0,0.7502874408618813,0.011557733523978899,0.008083925362340285,6.982893302356223e-5,0,9.571257153228992e-6,0,0.0016354371912189723,0.003596107384999457
0.021101767932011926,0.0049577704882731895,0,0,0.08576004123663723,0.4017633832128207,9.36593485609819e-4,0.3158901201312827,0,0,0.001912338777610857,0,0.026217566299599537,0,0.0798238908233355,0.007387426867015268,0,1.5795069672893297e-4,0.019230949534235393,0.03376568566762856,0,0,0.001094514847210295
0.025697225818903113,0,0,0,7.159081763741354e-4,0.08874646995795307,1.799663369111068e-4,0.6185309741507193,8.230547697748436e-5,0,0,0.009257460862409457,9.282756776272541e-4,7.976137199362364e-4,0.1263931470068162,1.709102958511034e-4,0.10511838223326728,0.00086266263982955635,0,0.00782469527577075,0.01455417959395633,0,1.3982277669765506e-4
0.010440391698284248,0.004334395675865729,2.700668433407876e-6,7.030939710472876e-4,8.823766088712512e-4,0.0013495258957067979,6.004248143326834e-4,0.0043620018390324216,3.322741104119946e-5,0.9651530566097797,7.556479101480824e-5,0.007162108175462403,9.398536530460269e-5,7.681073368519182e-5,0.003572994221728975,0,0,1.005371492810244e-5,5.582026535912059e-4,1.972644954906534e-5,0,5.305281103221282e-4,3.88305920188125e-5
4.609576354982476e-4,0,9.86228355513674e-5,6.830055600829728e-4,3.163286608494122e-5,0,0,0.010204234327372665,0,0.9788292728519017,0,5.190736063815138e-4,0,0,7.482471207134795e-4,0.0017332577291039007,0,0,0.002901217090654162,1.4534114062581113e-4,0.0032354248436437956,3.510227945448267e-4,5.868959784070031e-5
0.563127970851012,0.0022078325490205294,0.0010426857463251855,0,0,0.004291641955669657,6.357378559520249e-4,0.16210845649658276,1.1066139210446984e-4,0.007100728097393644,0.0016251494359971511,0,0,0,0.00825477647446417,0.005595073000922496,0.24120211766167327,1.9592109740440374e-4,3.7690989374642087e-4,0,0.0020196197363460703,0,1.0471775538576725e-4
0.016335525867721353,0.031081236022036895,0,0.24424386392396544,0.0051435988537345415,0.004732675891624199,1.7221470436682313e-4,0.1469588082727839,0,0,0,0,0,0.015485822685074651,0.4936840711387378,0,0,0.001255479780946664,0.009832599698232709,0.0019114817904315813,0,0.0142973195420868,0.014865301828256693
0.09684067095696489,0.08119437873227024,0.0068634965329074284,0,5.171025250173993e-4,0,0,0,0.004205806196135066,0,0.0019146410932193293,0.3921706647868607,0.24950833040404383,0,0,0,0.14240622998288943,0.0029605940214799758,0.014923325361101646,0.005848502891923073,0,6.462565151870596e-4,0
0,0.010558379974506118,0.001631610926101284,0,2.172839859804904e-4,0,0.031072689996231275,0.6045485542076979,0.024785972462056778,0.16946734327329677,0,0,0,0,0.011304259200615226,0,0,0.0071887875565040974,0,0.13719606163026465,0,0.0014239140528378954,6.051427339074084e-4
0,0.03915714705499325,1.4892368087616537e-4,0.0011902977899331752,0.004044816565000504,0.008844943718581017,6.560180249419195e-5,0.23971577692541812,0.0015761675434935014,2.378737082122765e-6,5.556450477251941e-4,1.2538851014335943e-4,0.005244690981880794,0,0.6990261714009331,1.636923621771031e-5,0,4.070303794146006e-5,1.440865459658002e-4,1.0089142132055126e-4,0,0,0
0.14273116593250537,0,0,0.00654382465158186,0.0028304323229312407,0.010289594997286433,0,0.12851361752436216,0.005867672867977301,0,0.003517464378009918,0.008085025960842276,0.28109452891344694,0,0.18520914191019888,0.15943753742517822,0.020025377665594497,0.001070749620303199,0.026922992723571675,0.005016151897603767,0,0.012844721208606268,0
0.025069076875321866,0.004372725172461576,0.01932894227972661,0.00418946518606185,0.10698742580370962,0,0.002096056469304325,0.04034095831582837,0,0,0,0,0.001324891975089458,0,0.7881108973395422,2.4422640789783504e-6,0,0,0.003569475631841318,0.002228748564526027,2.887874336991047e-4,4.007449524211958e-5,0.002050032193566645
0,0.005374874921610659,0,0,0.009479838341102654,0.010360838766094824,0.005317835722687305,0.39047429201067674,0.030830339397225116,0,7.004690582752161e-4,1.9837435988791143e-4,0,4.439680607908638e-4,0.4251901473734722,0.001729504700293742,0,1.5988148524994822e-4,0.06298414361284259,0,0.055739665522743176,0.0010158266670470368,0
0.002784606327058694,0.026586003514643484,9.59741258630841e-5,0.0018897099845245416,1.155061950783907e-4,0,7.393177083132733e-4,0.039093277519546527,0.001673134289379899,3.3025900288556306e-4,0,0,5.950367742214569e-4,0.032439307424253105,0.6751220460181595,0,0.2107980209870188,4.013337054342463e-4,0.0012966560711375774,8.325193979242225e-4,0,0.0014352636243699526,0.0037720273301877433
0.001187555399135039,0.27599471979166557,1.251011041328707e-4,0.001930485605565416,2.794715368860526e-4,0.04817685031297878,4.247652270419341e-4,0.00877727513734259,5.109233617165195e-4,0.37083714496582426,0,0.012844304879932612,0.03997330469786113,0,3.927221934922045e-4,5.758527970219186e-5,0.22634980123758913,5.4299993698726293e-5,0.002581717696119703,2.317350627719038e-4,0,0.009181510645763119,8.872587078021023e-5
0.031233875378249037,0.013596697495074242,0,0.03273605218559817,5.085436398898339e-4,0.01621487924244346,0.004898906785845225,0.05715191939717837,6.966740075695014e-4,0,0,0.00216555628065634,0,0,0.3665902320654466,5.133923639466683e-4,0.468067447025556,5.414735588344291e-4,0.0036354693663717096,3.5872036411239646e-4,0,0,0.0010901608432279126
2.3577986637674143e-4,0.006680118453999565,0,0,0,0.0024963945947162614,4.993438056684879e-4,0.965128853449144,1.534169560321477e-4,0,0,4.8891229844528816e-5,2.2947311584172885e-4,0,0.007460309976615125,4.962154275693288e-4,0,0,0,1.1171724141813773e-4,0.007919680912410042,0.008539804970363878,0
