Feature3,Feature11,Feature12,Feature17,Feature18,Feature23,Feature25,Feature30,Feature32,Feature36,Feature43,Feature46,Feature50,Feature57,Feature62,Feature67,Feature68,Feature71,Feature74,Feature79,Feature80,Feature88,Feature90,Feature91,Feature96
0.24143243653723362,0.0097083276248591,4.1207301973382373e-4,0.03073898931681834,6.255838179688065e-4,0.05805394609385234,0.00503859473541566,0.12385012303913424,0.0013745445223081296,0.15318284802694082,0,0,0,0,0,0,0.007450328741576446,0.04000034340291137,0.08245341422896127,0.0018976063263199954,2.073327449917248e-4,0.22715449284173797,0.016401666298422515,0,1.734868081382167e-5
0.01959046543005247,0.013629526980557088,0.00788882649920868,0,0.0896853694353919,0,5.410419335496699e-4,0.508954449927876,0.0010245542539389389,0.05981710127989133,3.253581408030438e-4,7.517579013769846e-5,0.0029952212885135795,0.009521230907285912,0,0,0.2060668823825357,7.84265081521986e-5,0.07518695440084422,0.0014632405580922265,0.0018948231330294344,2.2116530546582302e-4,9.075451115133252e-4,0,1.326407331606883e-4
0.009215617242433688,0.004285429551563263,0,1.9985819962913947e-4,0,0.002051035479743017,3.9929518498487386e-4,0.26045930516928284,1.782827645165689e-4,0.009689988350081669,0,1.31400919925643e-4,0.029756903674608846,9.222067611913061e-4,0,1.4561710420129867e-4,0.5430483845525607,1.9800005226651183e-4,0.11287602300403941,2.2968708170629409e-4,0,4.741437229472835e-5,0.025935037208383332,1.2998728335404373e-4,1.0052604323290656e-4
0.0029139331340638595,0.019879855800414636,0,0.004238572642158098,0,0,4.259043010461872e-5,0.03012059131157444,2.4573632939517665e-5,9.006394860690488e-4,0,0,0.8782610617027992,0,0,0,0.04364283542264777,0.0189352623399406,0,6.323989042828689e-5,1.5288311097569956e-4,0.00064433370442505905,0,0,1.7962739145929995e-4
0.014721820384317687,0,0.00547453082588474,0.0031352781888442467,9.618369561265592e-5,0,0.007051039834675472,0.1889062174482892,1.2035170250028155e-4,0,1.7493101304281894e-4,0,0.21717440803814825,0.46888053914485894,0,0,0.03478960510732215,0,0.04232556257372899,0,0.0024904277222335294,2.6424910996363513e-4,8.628076346937365e-4,0.013333152133013934,1.9889544286971577e-4
0.013659760201859385,0,0.013722792203188137,0.0058905031736750475,1.1606794589123284e-4,0.0017360700688142956,7.298111931940221e-4,0.14597487212724344,0.0013145668723742662,7.492187420725442e-6,0,0,2.9196738199106304e-4,0.7221036826152268,0,0,0,0.003342290485162798,0.07856058848047154,1.9849792928410895e-4,7.551459799839455e-4,0.0028582447902031427,0.008737646364015896,0,0
0.013107963904598856,0.013208969026488639,0.001008172787387481,0.0069737584278888,0,0,1.4412292047795205e-4,0.011514650134715166,6.60269788805875e-4,3.891517386772902e-4,1.1629772622902414e-4,0,0.10743207879441441,0.07020452023572085,0,0,0.7502874408618813,0.011557733523978899,0.008083925362340285,6.982893302356223e-5,0,9.571257153228992e-6,0,0.0016354371912189723,0.003596107384999457
0.021101767932011926,0.0049577704882731895,0,0,0.08576004123663723,0.4017633832128207,9.36593485609819e-4,0.3158901201312827,0,0,0.001912338777610857,0,0,0.026217566299599537,0,0,0.0798238908233355,0.007387426867015268,0,1.5795069672893297e-4,0.019230949534235393,0.03376568566762856,0,0,0.001094514847210295
0.025394790143856833,0,0,0,7.074825130702938e-4,0.08770199540109394,1.7784827790454747e-4,0.6112513621792707,8.133680772637085e-5,0,0,0.006761788597066128,0.00914850799547867,9.173506196785582e-4,0.005007406925347216,7.882264481149473e-4,0.12490560134699984,1.6889881916243825e-4,0.10388122343976416,8.52509794551521e-4,0,0.007732604907166899,0.01438288860864674,0,1.3817717510021361e-4
0.010440391698284248,0.004334395675865729,2.700668433407876e-6,7.030939710472876e-4,8.823766088712512e-4,0.0013495258957067979,6.004248143326834e-4,0.0043620018390324216,3.322741104119946e-5,0.9651530566097797,7.556479101480824e-5,0,0.007162108175462403,9.398536530460269e-5,0,7.681073368519182e-5,0.003572994221728975,0,0,1.005371492810244e-5,5.582026535912059e-4,1.972644954906534e-5,0,5.305281103221282e-4,3.88305920188125e-5
4.5903913540025227e-4,0,9.8212368503858e-5,6.801628992112547e-4,3.1501210479284015e-5,0,0,0.010161764427647777,0,0.9747553972692632,0,2.3450846422186678e-5,5.169132283163292e-4,0,0.004138537046286544,0,7.451329252563158e-4,0.0017260439314204263,0,0,0.0028891422602487396,1.4473623255821402e-4,0.003221959044616781,3.495618419238663e-4,5.844533244505937e-5
