Feature3,Feature11,Feature12,Feature17,Feature18,Feature23,Feature25,Feature30,Feature32,Feature36,Feature43,Feature46,Feature50,Feature57,Feature62,Feature67,Feature68,Feature71,Feature74,Feature79,Feature80,Feature88,Feature90,Feature91,Feature96
0.24466159148685218,0.009838176350456904,4.1758448973496637e-4,0.03115012280377782,6.339509914570454e-4,0.05883041668770704,0.0051059858588386325,0.018193672043256635,0.0013929290331524207,0,0,0,0,0,0,0,0.2567196034250823,0.04053534735158764,0.08355622731608901,0.001922986780367307,2.1010581711621037e-4,0.2301926805244227,0.016621038320960898,0,1.758071914024872e-5
0.036552777830911036,0.0254305888463711,0.014719329839393521,0,0.16733902496395558,0,0.0010095005483590823,0.5704818228762826,0.001911659738440657,0.00940152688793346,6.070679575589888e-4,1.4026639463864566e-4,0.0055886195611003775,0.017765143930523416,0,0,0,1.4633173156487737e-4,0.1402872254265547,0.0027301805168485054,0.003535446835492065,4.1266024553946243e-4,0.0016933387800877329,0,2.4748708844426917e-4
0.002439784977985944,0.0011345443684421036,0,5.291138079577192e-5,0,5.430005848931843e-4,0.00010571124738367993,0,4.719940067589674e-5,0,0,3.478768508873697e-5,0.007877979810445431,2.441492678527777e-4,0,3.855134322769686e-5,0.9505450924334773,5.241944629990891e-5,0.029883318507629826,6.080841650021238e-5,0,1.2552699425563578e-5,0.006866161269498435,3.441343242817305e-5,2.6613727949408788e-5
0.0018110102120456376,0.012355335627875327,0,0.002634274016006763,0,0,2.6469963553113607e-5,0,1.527251935889901e-5,1.3247271776677512e-4,0,0,0.5458394816931157,0,0,0,0.4247710001664146,0.01176827054283535,0,3.93036085953525e-5,9.501689382973698e-5,4.004535673924646e-4,0,0,1.1163847121029457e-4
0.016068513629527065,0,0.0059753190091017426,0.0034220808972420863,1.0498219537691195e-4,0,0.0076960407563804265,0.015151328601082741,1.3136099486871913e-4,0.013836872467725279,1.909330024362873e-4,0,0.2370406542429225,0.5117718554625846,0,0,0.12369442035402553,0,0.046197335746457416,0,0.0027182420891841497,2.8842156161368364e-4,9.417338261037934e-4,0.014552815560914876,2.1708960245210685e-4
0.012668234215391556,0,0.012726690889893706,0.0054629270754302925,1.0764287964948185e-4,0.0016100533187307874,6.768361224333755e-4,0.13212471537367038,0.0012191459282546618,0,0,0,2.707742393467499e-4,0.6696880797308034,0,0,0.07584853795883761,0.003099682428989749,0.07285808244526387,1.840894878300301e-4,7.003319238317097e-4,0.002650772335101996,0.008103403646540622,0,0
4.355411885280144e-4,4.3889730784261354e-4,3.349877809064523e-5,2.317185991887195e-4,0,0,4.788803855118392e-6,6.765724201491265e-4,2.1938928933482784e-5,0.9576442484587788,3.864250029489605e-6,0,0.003569669219773953,0.0023327009752275208,0,0,0.03377745544108005,3.840313440257293e-4,2.686063591501168e-4,2.3202212566404033e-6,0,3.1802625843072835e-7,0,5.434102986631831e-5,1.1948864796519024e-4
2.67956956165886e-4,6.295534543299666e-5,0,0,0.001089008261510114,0.005101719136115605,1.1893161766227258e-5,0.9904472422315125,0,3.027572642883338e-6,2.4283485613981913e-5,0,0,3.329189898378432e-4,0,0,0.0018763146412809292,9.380789436986118e-5,0,2.005708149958339e-6,2.442007095318371e-4,4.287674086599237e-4,0,0,1.3898497409400601e-5
0.08873586237480086,0,0,0,0.002472124028462212,0.3064531011999515,6.214471638605336e-4,0.011204053471661533,2.8421151486297445e-4,0,0,0.023627410935778293,0.03196721618185691,0.0032054566261862367,0.017497154702407463,0.00275426389522758,0.06686120162767928,5.901754764486623e-4,0.3629874432613393,0.0029788862744665493,0,0.0270196902968721,0.05025747473789258,0,4.8282623024539534e-4
5.768585601798959e-4,2.3948653662494009e-4,1.4921889417951484e-7,3.8847754713662404e-5,4.875358270452038e-5,7.456478527054137e-5,3.3175019089480444e-5,0.9984496929262261,1.8359001314942855e-6,6.335259574789265e-5,4.175149535075445e-6,0,3.957249430238205e-4,5.192933759037454e-6,0,4.243991080074401e-6,0,0,0,5.554936716442726e-7,3.084213584554856e-5,1.0899371990234091e-6,0,2.9313045975629223e-5,2.1454903273970325e-6
0.0027101329217204206,0,5.798385206750654e-4,0.0040156311807226725,1.859808042717593e-4,0,0,0.2914076500145625,0,0,0,1.384520534955302e-4,0.0030518172628383232,0,0.02443361498387527,0,0.6239436035718845,0.010190435024237087,0,0,0.0170572810708321,8.545119545848275e-4,0.01902220661782384,0.0020637871216559003,3.450568968202248e-4
0.6519507584585925,0.0025560763794209166,0.0012071497036870136,0,0,0.0049685673112689465,7.360134797467188e-4,0.006488930861917492,1.2811613389682004e-4,0.0011672001926138213,0.0018814860249362672,0.003961697565371267,0,0,0,0,0.03610662798885238,0.0064775899536123355,0.27924719014348354,2.2682394528868977e-4,4.363603014199043e-4,0,0.002338176555000362,0,1.2123500089093407e-4
0.015055828857955315,0.028646385432021502,0,0.22511021956821134,0.004740658163250467,0.0043619261994657975,1.5872370052644864e-4,0,0,0,0,0.005029090581810305,0,0,0.0013439513143256477,0.014272689961688293,0.6624212564766754,0,0,0.0011571276535337451,0.009062330743688791,0.0017617395935016985,0,0.013177292111452873,0.01370077964189238
0.018160353714204075,0.015226233180874375,0.001287098938102181,0,9.697128972802352e-5,0,0,0.6603643322450253,7.88707135343435e-4,0,3.5904913860071376e-4,2.962033657551964e-4,0.07354304672288858,0.04678984036357556,0,0,0.15181129533848697,0,0.02670517957010879,5.55194776150685e-4,0.0027985438811157534,0.0010967590390102483,0,1.211913010301362e-4,0
0,0.01594844639863175,0.002464550381893737,0,3.282077375561586e-4,0,0.0469353378134486,0.3623233070596156,0.037439242971322007,7.341022673212597e-4,0,0.063526210570754,0,0,0.22432682112892044,0,0.024815382224965852,0,0,0.010858672759730776,0,0.20723482582525676,0,0.002150823990306896,9.140688702762112e-4
0,0.16928177975474856,6.438177355193894e-4,0.005145822499148016,0.01748630322692165,0.0382379189272689,2.8360569440209516e-4,0.5358191535283597,0.006813990983038843,0,0.0024021306368089607,0,5.420719269474338e-4,0.022673526813114592,0,0,0.1993640731706217,7.076647939310317e-5,0,1.7596488054858888e-4,6.22906130151653e-4,4.361676130067093e-4,0,0,0
0.017229668347324187,0,0,7.899320917977777e-4,3.4167317197361625e-4,0.0012420994957426915,0,0.018214626655470263,7.083110183073025e-4,0,4.2460764795613435e-4,0.001308122830564873,9.759768651416444e-4,0.033932081166605566,0.8579025281791396,0,0.039731363128674084,0.01924636342737461,0.0024173460186772667,1.2925460757163163e-4,0.003249985611158805,6.055204062186612e-4,0,0.0015505393303014154,0
0.12890310058401555,0.02248418781175541,0.09938780766670094,0.02154188025981026,0.5501204124183937,0,0.010777747391188806,0.11462756148194174,0,7.526695401559873e-4,0,1.0161841068562716e-4,0,0.006812483936974593,0,0,0.0024319127917349355,1.2557918019517518e-5,0,0,0.018353945727310562,0.011460039067987824,0.0014849208767699176,2.060597092082701e-4,0.010541094407346359
0,0.008130341295443901,0,0,0.014339742275472874,0.015672393591286384,0.008044060561244674,0.15751199881030709,0.04663572366046728,0,0.0010595693097485302,2.3912151920206642e-4,3.000723316684405e-4,0,0,6.715713223377553e-4,0.5634124336970197,0.0026161471086379845,0,2.4184582169123816e-4,0.0952733954263275,0,0.08431498611654889,0.0015365971525958288,0
3.231419577795719e-4,0.0030851948951545246,1.1137397278105926e-5,2.1929296723241759e-4,1.3404012499219457e-5,0,8.579473851077764e-5,0.9438000987216134,1.9416026051676685e-4,0.022803275611259374,0,0,0,6.905153748460535e-5,2.7083031921043554e-4,0.0037644464167970694,0,0,0.024462231711494902,4.6573103722686035e-5,1.5047153248292278e-4,9.661040611757299e-5,0,1.6655636130749e-4,4.377280495381231e-4
