Feature3,Feature4,Feature6,Feature7,Feature8,Feature9,Feature14,Feature20,Feature21,Feature22,Feature23,Feature24,Feature34,Feature38,Feature52,Feature58,Feature59,Feature61,Feature62,Feature65,Feature69,Feature81,Feature82,Feature96,Feature97,Feature100
0.04306334681201638,0.030531419856464643,0,0.037075613509523736,0,0.006088944362232166,0.003514879233500708,3.684231599188219e-4,0.01988141836658942,0,0.09536050558173713,0.006452125892860351,0.0012114087248895759,0.01880334147253726,2.663043273919637e-4,0,0.01703110227024444,0,0.3708134979985697,0.01464114854801729,0.002871303195326339,0,0.1623309263080794,0.13594496883692864,0.03374932154317201,0
0,0.0011750403292390874,0,0.7789687376932076,0,0,0,1.5000352449351048e-5,0,7.759325239930708e-4,1.7344966899635842e-4,9.058863530461562e-5,0,0,0,0,1.2997910234871293e-4,0.05324543893893466,0.10639179200171212,1.9566794802129432e-4,0.04019630552000437,0,5.091278103919787e-4,0,1.0200466377508849e-4,0.018030934811621664
0.012610844723536638,0.026837458275338972,0,0,4.510779452185785e-5,9.046983819369503e-4,0.010017707447777574,7.90349507294998e-5,0.008295975518229283,0.00237806326737747,0.08678261325392235,0,0.010570184947370118,0,5.19674170120761e-4,0,0,0,0.2891623938936774,0.004098426309373924,0,0,0.006163314348353588,0,0.5415345027177335,0
7.913122376025056e-5,0.0012734137541141012,0,0.06211582755710572,0,4.971646443045381e-5,0,0,3.4470907800044867e-5,0,4.61058904332782e-5,9.963392566588353e-6,0,1.8490774914563729e-4,2.7189440791305593e-5,3.876892524742748e-6,1.1142375956812023e-4,0.9351500769981862,2.4803182518057e-5,3.46730201418028e-5,0,5.143273528972157e-4,4.446423801639876e-5,2.9562817600003094e-4,0,0
3.0129343428202647e-4,0.004575245965901073,6.888088217021733e-5,0.08306899902670502,0,0.0018072959134588266,0,0,0.004802049710641631,0,0.7417124787332553,7.379858667674193e-4,1.168723784666879e-4,0.05224209255532675,3.961960657474622e-4,0,3.0505174840628354e-5,0,0.05186664009087363,0.0016764474333251338,0.014065981514508516,8.127440753797555e-4,0.034582910397374045,0.007135380780975943,0,0
0,0.003407111836496265,7.837271268515735e-5,6.875840825725937e-4,6.888407098487449e-5,4.2126338334988135e-5,3.159109781743518e-5,0,0.004234954766279921,2.817470731785496e-4,8.777970109520698e-4,3.54970849027496e-5,2.5856409459809874e-6,0,0,1.9204708510137807e-6,2.347979135723878e-6,0.4427789073975678,2.1531613973876644e-4,2.683145822020454e-4,0.5427752567635603,7.836631517853059e-4,4.839397025325783e-4,0,0.002942082097475961,0
0.0013458300230918033,0,1.593078463722188e-5,0.01937196653427732,1.2689966302051732e-4,0,0,7.051733312862819e-5,0,1.2311864514692706e-4,0.011029402507060571,7.130059703465403e-5,0,0.0017814430909932554,5.845587093264905e-5,7.429524941363857e-6,4.878237253732686e-5,0.03324433632814788,0.0019142945191236967,1.2750957876777946e-4,0,0.003753720428329055,0,0.00830297091369003,0.8842533712384096,0.034352720046729665
2.6928775810834707e-5,0.08066212039185894,9.583959578307052e-5,0.2582712383035253,0.01245341570144874,0.01909665865048119,9.747541669757843e-4,8.599842602349435e-6,6.137765960059885e-4,0,0,0,6.788868503915166e-4,0.13660883348293096,0,7.470011451468574e-5,8.394176020083504e-4,0.36316675701284673,0.01459488785143824,5.758301062565898e-4,0,0.007370188410073251,0.06900941052805264,0,0.002230066202300991,0.032647689814693785
3.3279287413582947e-4,0.010718810785604773,0,0.2752367649816455,9.26871915223648e-4,0.0038682563542753825,0.0027560806733613772,0.003475613987112391,0.07098684542973065,1.702291077710695e-4,0.5922512973373336,0.0012652452255478067,0,0,5.886448917809525e-4,0,0.0013138397147413286,0,0.009817420279915447,0,0.0027505165801411653,0,0.012532484268945921,0,0,0.011008285592733164
0.002570015648891894,0.0026795974506912366,1.317228047505974e-4,0.012038599816794872,0.006361792722812734,0,3.8218164204500293e-4,8.36399127796809e-5,0.00835811137664667,4.4199300405263123e-4,0.004383017696459095,4.4566456944115805e-5,3.3769640140761994e-4,0,1.287722069327867e-4,2.0143402509374353e-4,0.00101414047891623,0.1998793216217975,0.7531511100020121,1.5669002697522917e-4,0,0,0.003166155490717753,0,0,0.0044894412132785375
