Feature3,Feature4,Feature6,Feature7,Feature9,Feature14,Feature21,Feature22,Feature23,Feature24,Feature34,Feature38,Feature52,Feature58,Feature59,Feature61,Feature62,Feature65,Feature69,Feature81,Feature82,Feature96,Feature97,Feature100
0.08500046662274752,0.06026435766321707,0,0,0.012018645793811391,0.006937834541155488,0.039242882018882146,0,0.08683386142338902,0.012735510641936603,0.002391135722357481,0.03711492295778879,5.256440515593531e-4,0,0.03361679356669416,0,0,0.028899390098661947,0.005667513778794864,0,0.3204164447255489,0.2683345963934553,0,0
0,0.0014798637888051812,0,0.3784842018114729,0,0,0,9.772213057207433e-4,0.15758894307565802,1.1408871485406022e-4,0,0,0,0,1.6369767239548483e-4,0.005552912889209523,0.38141916182464364,2.4642721079542643e-4,0.050623842861057033,0,6.412033627481189e-4,0,0,0.022708435482639826
0.002182060373893766,0.004643697985539974,0,0.9193042101852169,1.565403851072714e-4,0.0017333686155264624,0.001435456532688496,4.1147740188029737e-4,0,0,0.0018289640562568368,0,8.991946525518932e-5,0,0,0.03744921954482598,0.011867184993677402,7.091526254634983e-4,0,0,0.0010664411707720738,0,0.017122306663895796,0
8.453213947678407e-5,0.001360327617333029,0,0.02796277251521088,5.310974487467459e-5,0,3.6823638604063594e-5,0,0.10829578535023214,1.0643420511889901e-5,0,1.9752819302371069e-4,2.9045192176352225e-5,4.141500713182169e-6,1.1902872642759909e-4,0.8424208032908248,0.0042158651167725734,3.7039545648736944e-5,0,5.494315576814341e-4,4.7499040089649225e-5,3.158055824160649e-4,0.01425981782798247,0
0.001643501538456137,0.024957144524878936,3.75732833630226e-4,0.3236789122569838,0.009858474418114006,0,0.026194318193455475,0,0,0.004025580279508577,6.375178213582728e-4,0.28497122644391243,0.0021611783381137784,0,1.6640024665959656e-4,0,0.00345873823078087,0.009144719473812518,0.07672740135900595,0.004433372872664096,0.1886435613103089,0.038922219858356484,0,0
0,0.0060708715969147444,1.396463333891515e-4,0.0015836064465296644,7.506169540442692e-5,5.62897573249157e-5,0.0075459415007833935,5.020235278899662e-4,0.009812741455814572,6.324953651388894e-5,4.607155541720639e-6,0,0,3.4219399014831933e-6,4.183684166902206e-6,0,1.1653810703681546e-4,4.7808920114684046e-4,0.9671296534787575,0.0013963493416214185,8.62295086194075e-4,0,0.004155430155068482,0
7.315624945174271e-4,0,8.659611057013074e-6,0.019902677977811416,0,0,0,6.692448646551555e-5,0.80253563964464,3.875737777600114e-5,0,9.683518194176619e-4,3.1775277728189316e-5,4.038520248416864e-6,2.6516984707994525e-5,0.15010755880707488,2.811285323918466e-4,6.931129779964797e-5,0,0.0020404367811328794,0,0.004513305550704289,0,0.018673354836526854
5.438745311838386e-5,0.16291150114133907,1.9356511261976438e-4,0.2770009444505645,0.03856909925526359,0.0019686894395331035,0.0012396310205459058,0,0,0,0.0013711327617611218,0.27590584060715656,0,1.5087016968928614e-4,0.00169535317151724,0,0.01757598954768227,0.0011629913341839923,0,0.014885406579278513,0.1393767806671576,0,0,0.06593781728858909
3.6778154259475056e-4,0.011845748728087163,0,0,0.004274951177430204,0.003045845269964256,0.07845015186661002,1.8812639547389728e-4,0,0.0013982686438853535,0,0,6.5053293854891e-4,0,0.0014519721861970885,0,0.7136144213756004,0,0.0030396961876169117,0,0.013850105441548976,0,0.1556567403514762,0.012165657894965973
0.002637327725636746,0.0027497796183850436,1.3517279757310896e-4,0.013044274009473118,0,3.921914799348613e-4,0.008577021263311928,4.535693798705398e-4,0.006321669211623319,4.573371083665997e-5,3.4654111256640646e-4,0,1.3214491973296015e-4,2.0670984610361977e-4,0.0010407021466540525,0.9556705593984844,2.2970262471504597e-4,1.607939440566124e-4,0,0,0.0032490812509049405,0,0,0.004607025560136505
4.004472376964072e-5,8.078297327919458e-4,0,9.887937328686112e-4,0.0014007193170294252,2.1554393641092925e-4,3.4275278193284225e-4,0.001801719760939071,0.019977632371840713,5.377895943340153e-4,4.618091631076817e-6,0,0,0,3.145379377085283e-4,0.88686144454163085,2.056809017274671e-4,1.741501487825067e-5,0.002381204430956811,0,0.008253571779143558,0.0039151924793508165,0.03263727524926402,0.03929623362179135
0.008346884622924258,0.011405835893302487,0.0012857458639109682,0.001298857444785826,0.0011505894265058086,6.582791383428446e-4,0.007311048248579709,0.04451567415014958,0,0.019159232170388032,0.007998132297094647,0,0,0,0.00292916516321032,0.3378829791268135,0.026175451684207464,0.03375914241949346,0.19922930495710314,0,0.2195134655976487,0.03217449609400483,0.0035062653287414947,0.04169945037279298
4.931997014392215e-4,6.395857064404886e-5,0,0.001850906490943903,8.484600983897746e-6,2.5654816723839633e-5,1.1197313551256791e-6,0,0.004390869464629416,1.5365240097943435e-5,1.9189959289225844e-4,0,1.6065417718944843e-4,4.257076481238376e-5,1.02025819296334e-6,0.9824716759479245,8.392596837377196e-6,8.463198275365332e-6,0.0033104779288982023,0.001145721618955863,0.0029338409401835712,0,0,0.0028757243590207078
0.0010405561247379838,4.822982995980171e-4,1.7719177799737553e-4,0.002548712016043519,2.901408077013033e-4,0,0.004259241406181728,0.0016253717615578617,2.3849269909733694e-4,0.0027061996314896542,0,0.0018543121337257628,1.7055774347132563e-4,2.6903257772948306e-4,1.0782333269573317e-4,0,0.007136703335839624,3.263355293565495e-4,0,0.005122777581625087,0,0,0.7421552858358221,0.22948896740532956
5.701794595077851e-4,5.386927748867544e-4,0,0.001826446519125106,0.0011308692881994138,0,2.012994697013413e-4,0.006324494349462207,0.0012179921096300433,6.535446688587229e-4,0,0,2.3037056660246916e-4,0,1.599632597705341e-4,0,0.0020369338394943073,0.001020377120384101,0,0.019518932835597917,0.008899542587947569,0.008431360873003937,0.9471333593021899,1.0564097563784864e-4
