Feature3,Feature4,Feature6,Feature7,Feature8,Feature9,Feature14,Feature21,Feature22,Feature23,Feature24,Feature34,Feature38,Feature52,Feature58,Feature59,Feature61,Feature62,Feature65,Feature69,Feature81,Feature82,Feature96,Feature97,Feature100
0.004621321027151573,0.0032764636986389985,0,0.40781276447806974,0,6.534319484543093e-4,3.7719746634143814e-4,0.0021335642384738996,0,0.010233563859502819,6.924065885697587e-4,1.3000170742058818e-4,0.00201787096825229,2.8578312623266216e-5,0,0.001827684025132189,0.49251282603891355,0.03979366078844206,0.0015712073643965312,3.081324331295698e-4,0,0.01742046029026218,0.014588864766225238,0,0
0,0.002405037433344674,0,0.5490071352268332,0,0,0,0,0.0015881555037020707,3.550115994806901e-4,1.854141117729069e-4,0,0,0,0,2.6603734265327256e-4,0.05762803714476603,0.21775954067077352,4.004873090625652e-4,0.0822725969927959,0,0.0010420675885588035,0,0.05018530050402017,0.03690517857223617
0.006390766745244237,0.013600352683179858,0,0.7186925989558707,2.2859166019511082e-5,4.5847177255049754e-4,0.00507664894972144,0.004204131096968383,0.0012051252695926223,0.04397861134658569,0,0.005356626612542234,0,2.6335400027340655e-4,0,0,0.049012021617953046,0.1465381147245366,0.0020769494145698687,0,0,0.003123367644391909,0,0,0
0.015966967050780496,0.2569473146978432,0,0.15896078477845954,0,0.0100317057126205,0,0.006955482588281232,0,0.009303170081452027,0.0020103968227093145,0,0.037310378858635106,0.005486240255290966,7.822729418356295e-4,0.0224829013524235,0.2893579722825029,0.005004745019743354,0.006996264481294569,0,0.10378011999291481,0.00897192018029335,0.05965136290291949,0,0
2.794842550675199e-4,0.0042440659670452624,6.389492717493718e-5,0.014722864578367441,0,0.0016764744750023422,0,0.004454452482092928,0,0.6880234880890458,6.845666275979457e-4,1.0841255041474388e-4,0.04846053932700958,3.675173425533793e-4,0,2.8297052295062453e-5,0,0.04811226405645483,0.001555097485543452,0.013047812922787056,7.539134498876191e-4,0.03207962023304355,0.00661888496490587,0.13471834921371073,0
0,0.004418641781712843,1.016406151119871e-4,0.010568911695422786,8.933491143080458e-5,5.463313434083515e-5,4.097010941966757e-5,0.005492261179542563,3.6539434252979793e-4,0.0011384042363705117,4.603573642642579e-5,3.3532862038858514e-6,0,0,2.4906352212898416e-6,3.04506550109862e-6,0.2667564532328576,2.792408752585065e-4,3.4797390882830294e-4,0.7039186098692106,0.0010163231826367794,6.276154972474087e-4,0,0.00472866670472621,0
0.002214907339418174,0,2.621817852941903e-5,0.0032206244362396547,2.0884583503949972e-4,0,0,0,2.0262320358159302e-4,0.01815170128703488,1.1734335909236911e-4,0,0.002931819999030895,9.620407877613087e-5,1.2227182510918535e-5,8.028386431663557e-5,0.8926366369182659,0.0031504609850168557,2.098496073152394e-4,0,0.006177706533645091,0,0.013664661138602945,3.617035825756433e-4,0.0565361824710082
5.927288448234503e-5,0.17754526153260972,2.1095237784255212e-4,0.15751543479415145,0.02741119297319118,0.042033624184777255,0.002145529805873832,0.0013509826636230679,0,0,0,0.0014942967382739008,0.3006894803975379,0,1.6442230012793399e-4,0.0018476407136290758,0,0.032124783827084225,0.0012674587069743724,0,0.016222509679315756,0.15189650087168965,0,0.014159878787356502,0.07186077676145927
6.548938813932852e-5,0.002109325092231342,0,0.09659415103999547,1.8239655752589658e-4,7.612234560772711e-4,5.423614836398104e-4,0.013969304737086125,3.349891472400042e-5,0.11654749275525329,2.4898410424951944e-4,0,0,1.1583779819258283e-4,0,2.585468792112455e-4,0.7614656553892484,0.0019319429507252102,0,5.412665411429553e-4,0,0.002466232874637938,0,0,0.002166290037919605
0.0029481089143154945,0.003073812073699247,1.511014826198868e-4,5.273578322106803e-4,0.007297721259105295,0,4.384070993055658e-4,0.009587732536554018,5.070177358159185e-4,0.005027834576845863,5.112294512800151e-5,3.8737731879232837e-4,0,1.4771680138924988e-4,2.3106841597690843e-4,0.0011633378915611755,0.09554615345229933,0.8639525219159239,1.7974181033068084e-4,0,0,0.003631951124623908,0,0,0.005149914813502587
3.573108998859492e-4,0.0072080998844933665,0,0.03375253857720534,0.0037350374693145695,0.012498332677596254,0.0019232545672430775,0.003058313141460213,0.016076377822626012,0,0.004798586825225356,4.1206289396527736e-5,0,0,0,0.002806557843111156,0.4202032893909229,0.005131678559357746,1.5539062457942308e-4,0.02124700130114598,0,0.07364493701202322,0.03493446367793717,0.0077953484256113904,0.3506322750108643
0.005399417241934899,0.0073781859655562936,8.317208994695793e-4,0.19490832330142377,0.0029234140306351915,7.442911539475613e-4,4.258263879451083e-4,0.004729357329509769,0.028796216720492512,0.10175206656938048,0.01239368856721834,0.005173816984315718,0,0,0,0.001894812927361626,0,0.29214782235946957,0.021838051427250798,0.12887708323290792,0,0.1419984634422307,0.020812978351637288,0,0.026974463107312822
0.039676475109326544,0.0051452801548368945,0,0,8.086022567334227e-4,6.825613615901011e-4,0.00206385505548242,9.007911625074525e-5,0,3.8562080196376323e-4,0.0012360886766879084,0.015437761617984012,0,0.012924159207448337,0.00342469365965682,8.207679096331517e-5,0.04311015435195578,0.043165053545271635,6.808395762161838e-4,0.2663182778955734,0.09216995704593214,0.23601893248968547,0,0.0052359079650677156,0.2313436233213735
0.002775777158351919,0.001286574142142741,4.7267502282659444e-4,0.0029563578139468203,0.03918311179660081,7.739767299201172e-4,0,0.011361909969212814,0.0043358255285831804,0.002563920135152616,0.007219031193460002,0,0.004946544585999007,4.5497813837476903e-4,7.176686258053376e-4,2.8762844878699753e-4,0.29269195058531905,0.0012535856339373124,8.70529409045269e-4,0,0.013665470473274832,0,0,0,0.6121824846092598
