Feature3,Feature4,Feature6,Feature7,Feature8,Feature9,Feature14,Feature21,Feature22,Feature23,Feature24,Feature34,Feature38,Feature52,Feature58,Feature59,Feature61,Feature62,Feature65,Feature69,Feature81,Feature82,Feature96,Feature97,Feature100
0.004013423575607594,0.0028454713653263187,0,0,0,5.674782538529143e-4,3.2758018652672305e-4,0.0018529110971635513,0,0.007191711237574748,6.013260948860614e-4,1.1290103292231564e-4,0.0017524363421057441,2.4819066444296778e-5,0,0.0015872669550827815,0.9149621635108703,0.034559126152398895,0.0013645277273290981,2.676001005482593e-4,0,0.015128939456077524,0.01266981745048956,1.7050039479327093e-4,0
0,0.0011479529472825953,0,0.5617930273599716,0,0,0,0,7.580454948189524e-4,0.23343728690266158,8.850035892434662e-5,0,0,0,0,1.2698278511255349e-4,0.04113547051010801,0.10393921651534373,1.911573518206277e-4,0.0392696882339702,0,4.973912434660669e-4,0,0,0.017615280296519802
0.004765269931259765,0.010141091715468049,0,0.7240628397252776,1.7044918212280666e-5,3.418590975319281e-4,0.0037853990852774444,0.0031348068709229552,8.986006592815444e-4,0.035356249862323545,0,0.0039941641977042355,0,1.963696922147453e-4,0,0,0,0.10926602389298146,0.0015486756110074747,0,0,0.002328936497512803,0,0.10016266824302412,0
8.829495452581038e-4,0.01420880458675849,0,0.06579877291567325,0,5.54738415188777e-4,0,3.8462784878568227e-4,0,0.2572886596831336,1.1117195612379979e-4,0,0.0020632084942537104,3.033809315933344e-4,4.325853094484372e-5,0.0012432710271193781,0,2.767549607424754e-4,3.8688302685277367e-4,0,0.005738886381061105,4.961338504731734e-4,0.003298631705173107,0.6469198661408644,0
0.0012499122122645496,0.018980353224494446,2.857515166942557e-4,0.2731080539983806,0,0.007497545503409463,0,0.01992124584969914,0,0,0.003061525550828316,4.848436656776889e-4,0.21672569677716716,0.0016436146450021164,0,1.265503533504687e-4,0,0.21516813671429003,0.006954722146952689,0.05835255625256883,0.0033716590860453964,0.1434667905868372,0.02960104191633766,0,0
0,0.0060717467099859965,1.396664633375041e-4,0.001531326792914109,1.2275694237350344e-4,7.507251550986814e-5,5.629787146497388e-5,0.0075470292444354894,5.020958943276876e-4,0.009273618054564555,6.325865390259834e-5,4.607819660862591e-6,0,0,3.422433172389853e-6,4.184287242859587e-6,0,3.8371063992139473e-4,4.78158117463463e-4,0.967269064729324,0.0013965506246730165,8.624193855947719e-4,0,0.004215012820131074,0
7.412619206556328e-4,0,8.774424567085777e-6,0.013184073922138703,6.989433013616513e-5,0,0,0,6.781180520885519e-5,0.5330738813282454,3.9271242723789144e-5,0,9.811907183752068e-4,3.219657045663742e-5,4.092064995654087e-6,2.6868560323899747e-5,0.02750129182736046,0.001054363186731634,7.023026209673696e-5,0,0.0020674899255964047,0,0.0045731452419901135,0.3975832270341305,0.018920935634267007
5.723038803191093e-5,0.17142719304920795,2.0368312670491964e-4,0.17216072195377669,0.026466625067666297,0.040585178931166206,0.002071596555432761,0.0013044288756785985,0,0.013220329109608006,0,0.0014428044613166559,0.29032796008755907,0,1.5875643845583086e-4,0.0017839724843498178,0,0.031017789330176855,0.0012237830881365876,0,0.01566349490001976,0.14666226827826498,0,0.01483767231827636,0.06938451155617073
9.131289123186484e-4,0.029410653877203662,0,0,0.0025431840931228375,0.010613859225565946,0.0075622320762245305,0.1947762286812836,4.670806742109729e-4,0,0.0034716248045301677,0,0,0.0016151447688584984,0,0.0036049600905611124,0,0.026937386580925832,0,0.007546965119552441,0,0.03438707562134393,0,0.6459455503361389,0.03020492513815895
0.0031393748543665583,0.0032732333206421885,1.6090456926165438e-4,0.006118105182403586,0.007771179179901784,0,4.6684985648002674e-4,0.010209760667081196,5.399117796527996e-4,0.0029214740629099046,5.44396740692579e-5,4.1250939131295245e-4,0,1.5730029836992745e-4,2.4605955744502994e-4,0.0012388123471845812,0.033704439352336905,0.9200036028177649,0.00019140300987200101,0,0,0.0038675830385934097,0,3.902862161367138e-5,0.005484028418737613
